file_name,needle_tip_x,needle_tip_y,dial_center_x,dial_center_y
v_0581_f_0000_rgba.png,88,14,67,67
v_0582_f_0000_rgba.png,85,14,63,67
v_0583_f_0000_rgba.png,80,11,62,64
v_0584_f_0000_rgba.png,83,11,63,65
v_0585_f_0000_rgba.png,86,12,65,62
v_0586_f_0000_rgba.png,90,14,66,65
v_0587_f_0000_rgba.png,88,13,64,64
v_0588_f_0000_rgba.png,89,13,67,62
v_0589_f_0000_rgba.png,77,10,66,64
v_0590_f_0000_rgba.png,94,16,66,66
v_0591_f_0000_rgba.png,83,11,64,64
v_0592_f_0000_rgba.png,92,14,67,64
v_0593_f_0000_rgba.png,87,13,63,63
v_0596_f_0000_rgba.png,82,11,60,63
v_0599_f_0000_rgba.png,80,10,63,64
v_0603_f_0000_rgba.png,87,13,64,64
v_0604_f_0000_rgba.png,80,11,63,65
v_0609_f_0000_rgba.png,81,10,62,62
v_0610_f_0000_rgba.png,83,12,61,64
v_0611_f_0000_rgba.png,90,14,62,62
v_0612_f_0000_rgba.png,97,19,65,64
v_0614_f_0000_rgba.png,85,12,63,64
v_0615_f_0000_rgba.png,83,11,61,63
v_0616_f_0000_rgba.png,92,15,62,61
v_0617_f_0000_rgba.png,89,14,61,63
v_0619_f_0000_rgba.png,93,16,61,62
v_0620_f_0000_rgba.png,92,16,62,64
v_0621_f_0000_rgba.png,91,15,61,64
v_0624_f_0000_rgba.png,94,16,64,61
v_0625_f_0000_rgba.png,97,18,64,62
v_0626_f_0000_rgba.png,89,14,65,64
v_0627_f_0000_rgba.png,89,15,64,65
v_0631_f_0000_rgba.png,98,20,64,61
v_0633_f_0000_rgba.png,99,21,64,64
v_0634_f_0000_rgba.png,92,14,65,61
v_0635_f_0000_rgba.png,97,19,61,64
v_0640_f_0000_rgba.png,92,13,63,60
v_0642_f_0000_rgba.png,90,13,64,62
v_0643_f_0000_rgba.png,102,23,63,64
v_0648_f_0000_rgba.png,104,25,66,66
v_0649_f_0000_rgba.png,93,17,60,66
v_0650_f_0000_rgba.png,92,16,62,60
v_0655_f_0000_rgba.png,104,24,60,62
v_0656_f_0000_rgba.png,107,26,68,64
v_0657_f_0000_rgba.png,96,19,66,65
v_0658_f_0000_rgba.png,107,29,65,65
v_0661_f_0000_rgba.png,102,22,66,62
v_0662_f_0000_rgba.png,95,18,62,64
v_0664_f_0000_rgba.png,103,25,61,66
v_0665_f_0000_rgba.png,99,20,65,63
v_0668_f_0000_rgba.png,99,20,65,66
v_0669_f_0000_rgba.png,95,19,62,65
v_0670_f_0000_rgba.png,93,16,63,64
v_0672_f_0000_rgba.png,103,24,63,61
v_0680_f_0000_rgba.png,98,19,61,61
v_0681_f_0000_rgba.png,102,22,63,63
v_0683_f_0000_rgba.png,101,21,65,62
v_0687_f_0000_rgba.png,111,34,63,65
v_0689_f_0000_rgba.png,99,20,64,62
v_0691_f_0000_rgba.png,112,35,63,63
v_0693_f_0000_rgba.png,109,32,60,65
v_0694_f_0000_rgba.png,104,25,62,61
v_0696_f_0000_rgba.png,105,27,62,61
v_0697_f_0000_rgba.png,112,35,64,62
v_0699_f_0000_rgba.png,108,31,66,67
v_0700_f_0000_rgba.png,102,24,64,64
v_0701_f_0000_rgba.png,110,30,67,64
v_0706_f_0000_rgba.png,98,19,61,62
v_0707_f_0000_rgba.png,113,36,67,62
v_0708_f_0000_rgba.png,100,21,62,65
v_0709_f_0000_rgba.png,107,26,66,63
v_0710_f_0000_rgba.png,110,33,60,65
v_0711_f_0000_rgba.png,108,30,64,63
v_0712_f_0000_rgba.png,108,29,64,62
v_0713_f_0000_rgba.png,106,28,64,63
v_0714_f_0000_rgba.png,112,35,65,64
v_0715_f_0000_rgba.png,101,22,64,62
v_0717_f_0000_rgba.png,114,40,64,65
v_0718_f_0000_rgba.png,107,27,66,64
v_0719_f_0000_rgba.png,103,25,64,63
v_0720_f_0000_rgba.png,112,35,66,62
v_0723_f_0000_rgba.png,115,40,65,64
v_0726_f_0000_rgba.png,111,35,62,64
v_0730_f_0000_rgba.png,106,27,66,64
v_0731_f_0000_rgba.png,118,51,62,64
v_0732_f_0000_rgba.png,112,36,63,62
v_0733_f_0000_rgba.png,116,44,66,64
v_0736_f_0000_rgba.png,107,26,64,60
v_0737_f_0000_rgba.png,112,36,65,65
v_0740_f_0000_rgba.png,111,34,63,62
v_0744_f_0000_rgba.png,108,32,61,64
v_0748_f_0000_rgba.png,108,31,61,60
v_0750_f_0000_rgba.png,119,55,66,65
v_0753_f_0000_rgba.png,114,41,61,64
v_0754_f_0000_rgba.png,113,39,62,63
v_0756_f_0000_rgba.png,108,30,64,63
v_0758_f_0000_rgba.png,119,57,65,64
v_0759_f_0000_rgba.png,109,33,61,64
v_0760_f_0000_rgba.png,117,50,61,64
v_0763_f_0000_rgba.png,112,36,63,61
v_0764_f_0000_rgba.png,119,56,63,63
v_0766_f_0000_rgba.png,118,52,66,63
v_0769_f_0000_rgba.png,114,42,60,62
v_0771_f_0000_rgba.png,111,33,64,64
v_0773_f_0000_rgba.png,114,40,66,64
v_0774_f_0000_rgba.png,115,43,66,65
v_0775_f_0000_rgba.png,108,30,62,64
v_0777_f_0000_rgba.png,116,44,64,63
v_0779_f_0000_rgba.png,119,63,60,65
v_0780_f_0000_rgba.png,115,41,65,63
v_0783_f_0000_rgba.png,117,49,63,60
v_0785_f_0000_rgba.png,119,56,65,64
v_0786_f_0000_rgba.png,116,42,65,66
v_0787_f_0000_rgba.png,111,35,63,63
v_0788_f_0000_rgba.png,116,45,63,62
v_0789_f_0000_rgba.png,119,62,63,64
v_0790_f_0000_rgba.png,119,52,65,61
v_0791_f_0000_rgba.png,118,52,65,64
v_0794_f_0000_rgba.png,119,60,62,64
v_0796_f_0000_rgba.png,116,45,63,63
v_0798_f_0000_rgba.png,116,45,62,61
v_0801_f_0000_rgba.png,116,47,62,64
v_0803_f_0000_rgba.png,120,63,65,64
v_0806_f_0000_rgba.png,118,47,67,64
v_0808_f_0000_rgba.png,116,45,64,62
v_0809_f_0000_rgba.png,116,45,66,63
v_0810_f_0000_rgba.png,113,37,65,65
v_0811_f_0000_rgba.png,114,38,66,62
v_0812_f_0000_rgba.png,119,63,63,65
v_0815_f_0000_rgba.png,116,43,65,61
v_0816_f_0000_rgba.png,119,67,63,65
v_0817_f_0000_rgba.png,115,43,62,63
v_0819_f_0000_rgba.png,118,53,63,64
v_0821_f_0000_rgba.png,119,64,63,63
v_0822_f_0000_rgba.png,118,65,60,63
v_0823_f_0000_rgba.png,119,71,66,63
v_0825_f_0000_rgba.png,113,38,64,64
v_0827_f_0000_rgba.png,119,54,64,63
v_0828_f_0000_rgba.png,119,57,66,63
v_0830_f_0000_rgba.png,119,54,65,61
v_0831_f_0000_rgba.png,118,72,62,64
v_0832_f_0000_rgba.png,116,47,66,63
v_0837_f_0000_rgba.png,115,84,62,66
v_0838_f_0000_rgba.png,114,39,64,63
v_0839_f_0000_rgba.png,120,69,67,66
v_0840_f_0000_rgba.png,118,72,60,64
v_0842_f_0000_rgba.png,119,71,66,66
v_0844_f_0000_rgba.png,115,45,62,63
v_0847_f_0000_rgba.png,115,42,64,63
v_0850_f_0000_rgba.png,113,89,63,64
v_0853_f_0000_rgba.png,119,67,63,63
v_0856_f_0000_rgba.png,118,53,63,66
v_0857_f_0000_rgba.png,119,56,66,63
v_0859_f_0000_rgba.png,114,41,61,61
v_0862_f_0000_rgba.png,112,90,61,66
v_0864_f_0000_rgba.png,118,76,65,64
v_0865_f_0000_rgba.png,118,76,65,63
v_0873_f_0000_rgba.png,118,69,62,63
v_0874_f_0000_rgba.png,120,62,66,62
v_0875_f_0000_rgba.png,118,76,65,65
v_0877_f_0000_rgba.png,111,93,65,64
v_0878_f_0000_rgba.png,119,75,65,64
v_0879_f_0000_rgba.png,118,51,63,65
v_0880_f_0000_rgba.png,117,46,63,62
v_0882_f_0000_rgba.png,118,73,63,66
v_0887_f_0000_rgba.png,116,50,60,62
v_0888_f_0000_rgba.png,119,68,64,63
v_0891_f_0000_rgba.png,111,95,66,61
v_0892_f_0000_rgba.png,108,98,63,66
v_0893_f_0000_rgba.png,114,86,63,62
v_0894_f_0000_rgba.png,119,69,61,62
v_0900_f_0000_rgba.png,119,59,62,65
v_0901_f_0000_rgba.png,119,66,63,64
v_0902_f_0000_rgba.png,118,55,62,63
v_0904_f_0000_rgba.png,119,72,66,64
v_0905_f_0000_rgba.png,111,92,60,65
v_0906_f_0000_rgba.png,117,78,62,64
v_0907_f_0000_rgba.png,116,79,63,62
v_0908_f_0000_rgba.png,119,66,63,66
v_0909_f_0000_rgba.png,118,76,65,64
v_0914_f_0000_rgba.png,116,85,67,63
v_0916_f_0000_rgba.png,117,79,65,66
v_0919_f_0000_rgba.png,116,79,62,64
v_0920_f_0000_rgba.png,111,94,64,65
v_0922_f_0000_rgba.png,119,55,65,62
v_0925_f_0000_rgba.png,117,80,65,63
v_0926_f_0000_rgba.png,107,99,64,63
v_0929_f_0000_rgba.png,102,104,66,65
v_0930_f_0000_rgba.png,104,104,63,66
v_0933_f_0000_rgba.png,119,66,64,63
v_0934_f_0000_rgba.png,115,83,61,64
v_0935_f_0000_rgba.png,102,104,64,61
v_0939_f_0000_rgba.png,117,79,63,64
v_0941_f_0000_rgba.png,111,93,62,65
v_0945_f_0000_rgba.png,115,86,65,64
v_0946_f_0000_rgba.png,112,88,59,64
v_0954_f_0000_rgba.png,114,85,61,65
v_0955_f_0000_rgba.png,105,100,62,64
v_0956_f_0000_rgba.png,110,93,63,62
v_0957_f_0000_rgba.png,116,86,66,66
v_0959_f_0000_rgba.png,114,84,62,62
v_0960_f_0000_rgba.png,103,103,62,64
v_0961_f_0000_rgba.png,112,92,63,61
v_0962_f_0000_rgba.png,119,66,64,62
v_0965_f_0000_rgba.png,114,87,62,61
v_0966_f_0000_rgba.png,91,112,63,63
v_0968_f_0000_rgba.png,92,112,60,67
v_0969_f_0000_rgba.png,114,87,64,62
v_0970_f_0000_rgba.png,84,115,63,63
v_0971_f_0000_rgba.png,93,111,67,64
v_0978_f_0000_rgba.png,88,113,62,62
v_0981_f_0000_rgba.png,108,98,61,63
v_0982_f_0000_rgba.png,92,111,65,63
v_0984_f_0000_rgba.png,112,91,63,66
v_0986_f_0000_rgba.png,112,90,63,63
v_0990_f_0000_rgba.png,109,96,63,65
v_0992_f_0000_rgba.png,118,75,65,63
v_0994_f_0000_rgba.png,109,96,64,64
v_0996_f_0000_rgba.png,116,86,67,64
v_0998_f_0000_rgba.png,103,102,63,67
